member_id,name,alias,kana,chamber,party,district,elected_count,roles,committees,party_divisions,career,as_of,member_company_offices,profile_url,source_url,verified,profile_asof,influence_tier,seniority
H-0205,下村 博文,,しもむら はくぶん,衆,自民,東京11,10,,文部科学委員会;憲法審査会,,昭和二十九年五月二十三日群馬県群馬郡倉渕村に生まれる、早稲田大学教育学部卒業○東京都議会議員二期、都議会厚生文教委員長。あしなが育英会副会長○法務大臣政務官、文部科学大臣政務官、内閣官房副長官、文部科学大臣、教育再生担当大臣、東京オリンピック・パラリンピック担当大臣○自民党青年局長、総裁特別補佐・特命担当副幹事長、幹事長代行、憲法改正推進本部長、選挙対策委員長、政務調査会長○衆議院外務委員会理事、議院運営委員会理事、法務委員長○著書『下村博文の教育立国論』『９歳で突然父を亡くし新聞配達少年から文科大臣に』『世界を照らす日本のこころ』『教育投資が日本を変える』『志の力』『日本の未来を創る「啓育立国」』『ＧＤＷ興国論 幸福度世界一の国へ』○当選十回（41 42 43 44 45 46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/205.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0206,庄子 賢一,,しょうじ けんいち,衆,中道,（比）東北,3,,農林水産委員会;東日本大震災復興及び原子力問題調査特別委員会,,昭和三十八年二月八日宮城県仙台市に生まれる、東北学院大学経済学部を卒業○広告代理店勤務を経て、平成十五年四月宮城県議会議員に初当選、以後五期を務める○令和八年二月八日衆議院総選挙で三回目当選、元農林水産大臣政務官。現在、衆議院農林水産委員、東日本大震災復興及び原子力問題調査特別委員を務める○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/206.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0207,白坂 亜紀,,しらさか あき,衆,自民,（比）九州,1（参1）,,国土交通委員会;北朝鮮による拉致問題等に関する特別委員会,,昭和四十一年大分県竹田市に生まれる、早稲田大学第一文学部卒業○株式会社白坂企画代表取締役、大分県竹田市東京事務所所長、銀座料理飲食業組合連合会理事、銀座ミツバチプロジェクト理事長、銀座社交料飲協会副会長○著書『銀座の流儀』○当選一回（51）参一回（25補）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/207.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0208,新谷 正義,,しんたに まさよし,衆,自民,広島4,6,,経済産業委員会,,昭和五十年三月八日生まれ、広島県出身、帝京大学医学部、東京大学経済学部卒業、医師○日本赤十字社医療センター入局後、病院長等を歴任○総務副大臣、厚生労働大臣政務官○自民党副幹事長、国会対策副委員長、厚生関係団体委員長、厚生労働部会副部会長、国土交通部会副部会長、青年局次長、報道局次長、憲法改正推進本部幹事○衆議院厚生労働委員長、経済産業委員会筆頭理事、議院運営委員会理事、厚生労働委員会理事、国土交通委員会理事、災害対策特別委員会理事、倫理選挙特別委員○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/208.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0209,新藤 義孝,,しんどう よしたか,衆,自民,埼玉2,10,,外務委員会;憲法審査会,,昭和三十三年一月埼玉県川口市に生まれる、明治大学文学部卒業○経済再生担当大臣、新しい資本主義担当大臣、スタートアップ担当大臣、感染症危機管理担当大臣、全世代型社会保障改革担当大臣、内閣府特命担当大臣（経済財政政策）、総務大臣、地域活性化担当大臣、国家戦略特区担当大臣、経済産業副大臣、外務大臣政務官、総務大臣政務官○自由民主党組織運動本部長、政務調査会長代行、憲法改正実現本部・事務総長、税制調査会副会長、宇宙・海洋開発特別委員長、Ｊ―ＮＳＣ初代代表○裁判官訴追委員長○衆議院憲法審査会筆頭幹事、決算行政監視委員長○超党派・領土議員連盟会長、硫黄島問題懇話会・幹事長○著書『先送りのない日本へ〜私が領土・主権問題に取り組む理由〜』○当選十回（41 42 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/209.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0210,菅原 一秀,,すがわら いっしゅう,衆,自民,東京9,7,,予算委員会;決算行政監視委員会,,昭和三十七年一月東京都練馬区に生まれる、早稲田大学政治経済学部政治学科卒業○日商岩井（株）社員、東京都議会議員、練馬区議会議員○厚生労働大臣政務官、経済産業副大臣、財務副大臣、経済産業大臣○自民党副幹事長、厚生労働部会副部会長、組織運動本部遊説局長、経済産業部会長、財務金融部会長、政務調査会副会長、選挙対策本部選挙対策副委員長、広報本部ネットメディア局長、二〇二〇年オリパラ東京大会実施本部幹事長、東京都連会長代行、組織運動本部副本部長○衆議院国土交通委員会理事、青少年問題に関する特別委員会理事、経済産業委員会理事、財務金融委員会筆頭理事、ＴＰＰ協定等に関する特別委員会理事、予算委員会筆頭理事、議院運営委員会筆頭理事、厚生労働委員会筆頭理事○当選七回（43 44 45 46 47 48 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/210.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0211,鈴木 英敬,,すずき えいけい,衆,自民,三重4,3,,総務委員会;東日本大震災復興及び原子力問題調査特別委員会;憲法審査会,,昭和四十九年八月兵庫県に生まれる、東京大学経済学部卒業○平成十年通商産業省（現経済産業省）入省、内閣官房出向を経て平成十九年退官。平成二十三年三重県知事選初当選（当時全国最年少三十六歳で就任）、その後連続三期当選。令和三年十月衆議院選挙初当選○元内閣府大臣政務官、自民党政調会長特別補佐、日本成長戦略本部及び外国人政策本部事務局長○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/211.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0212,鈴木 馨祐,,すずき けいすけ,衆,自民,神奈川7,7,,内閣委員会,,昭和五十二年二月英国ロンドンに生まれる、出身地東京都、東京大学法学部卒業○大蔵省（福岡国税局、在ニューヨーク副領事、厚生労働省（出向））○法務大臣、財務副大臣、外務副大臣、国土交通大臣政務官兼内閣府大臣政務官○衆議院法務委員長、予算委員会理事、議院運営委員会理事、財務金融委員会与党筆頭理事、外務委員会理事、内閣委員会与党筆頭理事等○自由民主党神奈川県第七選挙区支部長、財務金融部会長、副幹事長、国会対策副委員長、青年局長、総務会副会長等○当選七回（44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/212.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0213,鈴木 俊一,,すずき しゅんいち,衆,自民,岩手2,12,,国家基本政策委員会,,昭和二十八年四月十三日東京都杉並区に生まれる、早稲田大学教育学部卒業○全国漁業協同組合連合会会長秘書、同会調査役。衆議院議員鈴木善幸秘書○衆議院厚生労働委員長、外務委員長、東日本大震災復興特別委員長○厚生政務次官、環境大臣、外務副大臣、東京オリンピック競技大会・東京パラリンピック競技大会担当大臣、財務大臣金融担当○自由民主党水産部会長、社会部会長、社会保障制度調査会長、水産総合調査会長、東日本大震災復興加速化本部副本部長、総務会長、幹事長○当選十二回（39 40 41 42 43 44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/213.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0214,鈴木 淳司,,すずき じゅんじ,衆,自民,（比）東海,7,,経済産業委員会;予算委員会,,昭和三十三年四月愛知県瀬戸市に生まれる、早稲田大学法学部卒業○瀬戸市議会議員となる。また自由民主党愛知県支部連合会副会長となる○総務大臣となる○経済産業・総務副大臣となる○衆議院法務委員長となる。また自由民主党政務調査会副会長、国会対策委員会副委員長、地方組織議員総局長、経済産業部会長、政務調査会会長代理となる○著書『ともに歩む21世紀』（共著）○当選七回（43 44 46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/214.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0215,鈴木 貴子,,すずき たかこ,衆,自民,北海道7,6,,国家基本政策委員会,,昭和六十一年一月北海道帯広市に生まれる、カナダ・オンタリオ州トレント大学ＩＰＥ及び社会学卒業、平成二十一年日本放送協会（ＮＨＫ）入局、長野放送局にて番組制作ディレクターとして勤務○防衛大臣政務官、外務副大臣○党副幹事長、党青年局長、党水産部会長、党広報本部長○当選六回（46繰47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/215.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0216,鈴木 拓海,,すずき たくみ,衆,自民,（比）北関東,1,,農林水産委員会;東日本大震災復興及び原子力問題調査特別委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,昭和五十四年八月二十四日、茨城県日立市生まれ。茨城キリスト教学園高等学校卒、服部栄養専門学校卒、ル・コルドン・ブルーパリ校留学。外食産業レストラン店長、ＪＡ日立市多賀理事、タクミファーマーズ代表、スイミングクラブ運営会社クラブ長○農林水産委員、地域活性化・こども政策・デジタル社会形成に関する特別委員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/216.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0217,鈴木 憲和,,すずき のりかず,衆,自民,山形2,6,農林水産大臣,,,農林水産大臣 昭和五十七年一月三十日東京都中野区大和町に生まれる、東京大学法学部卒業○農林水産省入省、内閣官房「美しい国づくり」推進室出向、農林水産省消費・安全局表示・規格課法令係長、同総務課総括係長○外務大臣政務官、農林水産副大臣、復興副大臣○自民党農林部会長代理、外交部会長代理、青年局長○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/217.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
